rating_avg,pages,author_followers
3.72,495 pages,2208
3.98,441 pages,11.7k
4.02,149 pages,13.7k
4.26,138 pages,2906
3.91,324 pages,77.4k
3.75,248 pages,3
4.21,368 pages,64.5k
3.74,246 pages,242
3.87,354 pages,1541
4.25,279 pages,423k
3.69,336 pages,11
3.38,192 pages,3
3.77,195 pages,1172
4.21,332 pages,4327
4.1,360 pages,1319
4.05,89 pages,18
4.21,164 pages,894
4.08,194 pages,315
4.29,398 pages,10.6k
4.03,324 pages,6299
3.98,295 pages,17k
3.86,320 pages,24.6k
3.08,192 pages,39
4.08,336 pages,6
3.75,1 pages,129
3.68,334 pages,48
4.43,226 pages,893
3.64,282 pages,2282
3.65,314 pages,89
4.2,416 pages,14.5k
3.35,434 pages,93
4.07,192 pages,1669
3.77,288 pages,18
3.79,304 pages,277
3.75,184 pages,6287
4.02,250 pages,52.5k
4.06,240 pages,563
3.74,224 pages,1994
4.22,429 pages,82
4.07,364 pages,3176
3.46,464 pages,1193
3.81,318 pages,24.5k
3.87,416 pages,2884
3.77,304 pages,27
3.89,312 pages,7187
4.04,144 pages,0
4.12,464 pages,4821
4.17,599 pages,2510
4.14,623 pages,7748
3.29,257 pages,20
3.93,432 pages,6736
4.34,,1969
4.22,225 pages,1
3.72,166 pages,26
4.15,470 pages,30.2k
3.88,320 pages,2923
3.86,249 pages,8
3.71,383 pages,5739
3.64,352 pages,965
3.33,117 pages,0
3.87,308 pages,326
4.27,480 pages,423k
4.15,246 pages,2193
3.98,387 pages,6225
3.31,172 pages,3
3.69,222 pages,102
4.2,320 pages,1841
4.18,544 pages,2401
3.94,200 pages,1
4.08,482 pages,396
3.99,32 pages,42
3.78,224 pages,21
3.94,250 pages,128
4.12,285 pages,42.5k
3.97,354 pages,1685
3.87,235 pages,9081
4.14,480 pages,52.5k
3.79,319 pages,3155
3.94,242 pages,2001
4.32,339 pages,25.5k
3.48,320 pages,1083
3.91,368 pages,2350
3.65,204 pages,670
4.05,288 pages,42.5k
4.41,493 pages,1196
3.95,208 pages,66
4.19,408 pages,941
4.03,14 pages,338
4.31,290 pages,53
4.11,334 pages,1541
4.08,224 pages,497
4.19,384 pages,5302
3.8,253 pages,980
3.83,432 pages,17.6k
3.63,210 pages,3464
3.48,418 pages,768
4.07,310 pages,2352
3.81,178 pages,93
4.03,375 pages,118k
3.28,248 pages,162
4.22,421 pages,7529
3.72,152 pages,38k
3.75,352 pages,3899
3.9,144 pages,184
3.87,348 pages,7148
3.59,152 pages,259
3.82,320 pages,252
3.88,273 pages,1007
3.83,361 pages,1626
4.07,720 pages,166
4.29,384 pages,12.3k
3.72,384 pages,1260
3.57,325 pages,271
4.52,48 pages,1955
3.46,289 pages,14.5k
3.73,320 pages,1195
3.7,117 pages,983
3.88,224 pages,112
4.49,290 pages,4838
3.84,389 pages,12.9k
3.69,240 pages,20.7k
4.05,328 pages,1301
4.1,398 pages,10.1k
4.45,593 pages,9887
3.92,217 pages,10.9k
3.65,360 pages,14
4.28,285 pages,3959
3.38,272 pages,4
4.07,341 pages,16.1k
4.46,356 pages,18.8k
4.04,208 pages,57
5.0,255 pages,0
3.96,336 pages,6
4.09,321 pages,8451
4.1,162 pages,579
4.04,304 pages,739
3.3,464 pages,138
3.9,404 pages,187
4.02,371 pages,727
4.15,512 pages,2054
4.14,386 pages,12.2k
4.11,192 pages,585
3.07,205 pages,5
3.84,250 pages,1234
3.83,80 pages,37
4.09,515 pages,4867
3.96,352 pages,338
3.91,310 pages,2430
4.01,125 pages,8
3.64,336 pages,208
3.69,208 pages,43
4.28,478 pages,25.5k
3.17,256 pages,291
3.64,544 pages,7457
3.88,288 pages,1275
3.87,480 pages,156
3.76,11 pages,2212
3.87,357 pages,169k
4.12,192 pages,45
3.42,381 pages,336
3.94,416 pages,15.4k
4.19,359 pages,3182
3.39,288 pages,269
4.4,304 pages,1
4.1,354 pages,50.2k
3.78,339 pages,13.5k
4.07,195 pages,49
4.29,300 pages,1969
3.58,309 pages,7202
3.65,305 pages,704k
3.81,311 pages,1927
4.29,281 pages,4235
4.24,336 pages,5376
4.34,443 pages,68.1k
4.14,368 pages,5982
3.71,538 pages,135
3.6,261 pages,1
4.19,258 pages,1126
3.34,336 pages,371
4.19,480 pages,714
4.18,304 pages,3571
4.04,480 pages,5714
4.15,230 pages,703k
3.97,354 pages,294
3.92,308 pages,380
3.24,344 pages,5
3.94,336 pages,522
4.4,351 pages,389
3.98,324 pages,10k
3.71,432 pages,3048
4.08,246 pages,24
4.22,448 pages,16.5k
3.78,351 pages,71
4.47,400 pages,170
3.97,375 pages,2240
3.83,32 pages,39
4.23,441 pages,215
4.06,352 pages,6852
4.09,311 pages,13.1k
4.28,338 pages,873
3.84,239 pages,1857
3.69,467 pages,27.2k
3.67,304 pages,10k
4.11,337 pages,6753
3.83,370 pages,1642
3.77,222 pages,3
3.9,304 pages,7
4.3,448 pages,389
3.93,320 pages,6225
3.73,282 pages,25
3.69,327 pages,2430
4.0,256 pages,book
4.82,108 pages,14
4.02,528 pages,52
3.94,337 pages,11
4.03,88 pages,16
3.76,242 pages,1435
4.18,343 pages,24.5k
4.04,61 pages,480
4.04,256 pages,67
3.52,256 pages,66
3.8,308 pages,2309
4.23,208 pages,11.6k
3.32,185 pages,152
3.65,304 pages,14.5k
3.87,346 pages,1698
3.99,400 pages,25.9k
4.07,287 pages,12.2k
3.0,213 pages,2
3.99,275 pages,1079
4.19,480 pages,17.5k
3.97,284 pages,26
3.78,168 pages,15k
3.57,509 pages,25.9k
4.37,480 pages,319
3.07,160 pages,0
3.91,127 pages,4297
3.87,324 pages,119
4.21,32 pages,914
3.94,208 pages,130
4.14,308 pages,7786
4.01,384 pages,13.1k
3.72,380 pages,17.7k
4.26,452 pages,19.4k
3.77,160 pages,8073
3.96,485 pages,1053
3.72,372 pages,184
4.19,ebook,686
4.21,354 pages,5801
3.75,192 pages,321
3.0,,book
4.31,864 pages,52.5k
4.44,320 pages,21.3k
3.92,337 pages,38.8k
4.15,368 pages,3259
4.13,342 pages,95
3.56,402 pages,10.8k
3.82,304 pages,591
4.17,400 pages,15k
4.22,320 pages,17.2k
4.14,ebook,0
3.87,669 pages,13.4k
4.09,352 pages,2971
4.03,560 pages,33.9k
3.78,175 pages,1923
4.49,369 pages,15.6k
4.47,305 pages,13.2k
4.14,217 pages,1059
3.89,314 pages,126
3.76,160 pages,3
3.95,142 pages,5272
3.79,359 pages,1268
3.5,192 pages,564
4.0,352 pages,1989
3.99,415 pages,1535
4.25,352 pages,25.9k
3.95,13 pages,1138
3.99,486 pages,3643
3.85,352 pages,2219
3.99,416 pages,6879
3.35,176 pages,4
4.12,192 pages,375
4.09,288 pages,1127
3.96,272 pages,3145
4.28,192 pages,1330
4.04,406 pages,1252
3.39,352 pages,1474
4.18,216 pages,1002
3.34,188 pages,4
3.81,301 pages,81.2k
4.34,320 pages,book28
3.73,314 pages,141
3.96,288 pages,3534
3.88,162 pages,151
3.61,400 pages,34.4k
4.11,392 pages,2
4.03,320 pages,2093
3.63,539 pages,0
3.76,210 pages,1515
3.92,408 pages,927
4.13,380 pages,333
3.96,353 pages,744
2.89,192 pages,16
4.08,592 pages,382
3.47,321 pages,386
3.43,313 pages,book848
3.29,Hardcover,2336
4.38,145 pages,2892
4.53,544 pages,16
3.8,250 pages,9456
4.01,268 pages,3828
4.13,192 pages,0
3.55,320 pages,352
3.82,288 pages,82
4.26,307 pages,12k
4.05,241 pages,1220
3.89,273 pages,19
3.68,308 pages,65
4.0,258 pages,11
4.08,337 pages,42.3k
3.77,260 pages,7
3.83,272 pages,128
3.83,368 pages,6853
4.34,40 pages,56
3.7,514 pages,3999
4.24,321 pages,25.5k
3.47,200 pages,2238
4.51,530 pages,8005
3.8,326 pages,608
4.12,446 pages,1453
3.61,243 pages,4906
3.98,589 pages,501
3.75,272 pages,269
3.82,209 pages,39
3.73,238 pages,132k
3.78,343 pages,13.7k
3.89,565 pages,17.4k
3.97,110 pages,252
3.24,251 pages,6852
3.28,340 pages,1987
4.2,561 pages,30k
4.13,563 pages,564
3.76,288 pages,67
3.99,234 pages,2700
3.96,179 pages,1047
4.15,198 pages,0
3.64,252 pages,2005
3.92,453 pages,1545
3.98,378 pages,292
3.27,172 pages,4
4.21,383 pages,5065
4.02,336 pages,510
4.2,330 pages,1364
3.85,288 pages,722
3.7,368 pages,173
3.72,342 pages,580
4.03,224 pages,36
4.39,592 pages,39.2k
3.8,405 pages,841k
4.37,96 pages,66
3.89,188 pages,315
4.03,198 pages,11.9k
4.3,160 pages,12.5k
3.95,256 pages,2286
3.87,403 pages,6879
3.76,325 pages,4
4.18,268 pages,15.2k
4.53,53 pages,531
4.13,400 pages,117k
4.2,372 pages,17.2k
3.82,Audible Audio,1435
3.79,456 pages,book120
3.84,Paperback,12
4.18,353 pages,12.8k
3.43,416 pages,40
3.54,Audio CD,2
3.75,288 pages,1240
4.07,384 pages,14.1k
4.33,352 pages,345
3.83,675 pages,14
3.93,254 pages,2
3.92,285 pages,38.5k
4.12,346 pages,1
4.04,464 pages,1635
4.6,244 pages,2
3.9,460 pages,5540
4.28,432 pages,book19
3.92,189 pages,163
4.24,500 pages,12.6k
4.27,372 pages,38.1k
4.02,559 pages,26.2k
3.74,288 pages,193
3.86,390 pages,6666
4.26,296 pages,16.9k
3.67,240 pages,41
3.9,244 pages,1578
3.8,358 pages,6742
4.12,176 pages,314k
2.57,121 pages,0
4.5,264 pages,8
3.91,240 pages,239
3.81,119 pages,13.2k
4.29,137 pages,1818
3.45,188 pages,39
4.03,128 pages,724
4.29,410 pages,27.2k
4.06,504 pages,22k
4.12,217 pages,1059
4.16,320 pages,71
3.35,368 pages,31
4.1,283 pages,4417
3.92,277 pages,83
3.93,366 pages,5666
3.67,296 pages,618
3.73,384 pages,755
3.74,236 pages,389
4.0,375 pages,2502
3.6,208 pages,10.6k
3.68,480 pages,253
4.08,80 pages,10.3k
4.39,359 pages,774
4.18,1011 pages,15.4k
3.93,320 pages,5540
4.47,464 pages,13.7k
4.09,776 pages,6315
3.63,234 pages,683
3.95,208 pages,318
3.81,272 pages,6171
4.0,439 pages,1053
4.12,560 pages,31.4k
4.12,608 pages,841k
4.24,272 pages,42.5k
4.0,368 pages,14.2k
3.89,480 pages,2218
3.23,Unknown Binding,0
3.64,159 pages,24
3.72,384 pages,52
3.65,256 pages,book44
4.16,312 pages,1802
4.39,440 pages,8534
4.1,517 pages,21k
3.92,667 pages,814
4.01,224 pages,160
3.95,300 pages,5359
4.09,320 pages,924
4.12,429 pages,5065
4.26,310 pages,880
3.71,135 pages,2
4.26,26 pages,143
4.57,40 pages,8
3.99,331 pages,18.8k
4.5,208 pages,783
3.88,261 pages,2606
4.88,52 pages,185
3.91,127 pages,170
3.79,350 pages,2
3.93,352 pages,1553
3.59,272 pages,158
4.34,240 pages,24.6k
3.34,306 pages,4001
3.77,275 pages,6180
4.5,374 pages,3380
3.95,425 pages,3970
4.31,603 pages,38.5k
3.98,306 pages,8454
3.0,Paperback,0
4.26,292 pages,206
4.41,121 pages,8
4.69,176 pages,4474
4.17,407 pages,6879
3.95,286 pages,1562
4.06,400 pages,9048
4.19,464 pages,3930
4.29,320 pages,5563
3.86,384 pages,25
3.87,448 pages,332
3.53,387 pages,80.1k
3.68,320 pages,125
3.56,112 pages,44
4.49,344 pages,2998
3.77,320 pages,682
3.91,299 pages,530
3.85,270 pages,1534
3.37,192 pages,5499
3.76,176 pages,734
3.89,300 pages,109
4.04,495 pages,2220
4.22,220 pages,65
3.94,367 pages,3806
3.79,223 pages,76
3.8,416 pages,694
4.26,375 pages,2982
4.24,452 pages,11.4k
3.91,384 pages,13.1k
4.02,284 pages,273
3.82,128 pages,1485
3.97,256 pages,6852
3.75,374 pages,0
4.03,32 pages,15
3.96,373 pages,25.5k
4.48,404 pages,941
3.0,204 pages,44
3.83,154 pages,2040
3.97,358 pages,2299
3.56,320 pages,555
4.04,410 pages,2681
4.0,192 pages,0
4.04,286 pages,219
4.02,329 pages,1322
4.03,416 pages,857
3.74,400 pages,29
4.22,407 pages,6614
3.9,363 pages,121
3.82,232 pages,1359
4.03,325 pages,1495
3.5,288 pages,404
3.98,376 pages,6753
4.02,336 pages,313
3.82,576 pages,56.9k
3.56,368 pages,book64
4.02,256 pages,9048
3.83,166 pages,16.7k
3.8,413 pages,1722
4.08,376 pages,135k
3.69,255 pages,37
4.12,293 pages,1177
3.53,444 pages,11.5k
3.38,296 pages,16
4.19,299 pages,2245
4.09,352 pages,317
3.37,264 pages,167
3.65,246 pages,4278
3.73,256 pages,12k
3.81,297 pages,2395
4.09,479 pages,2704
3.67,124 pages,25
4.23,306 pages,18.2k
4.45,348 pages,2630
4.35,342 pages,389
4.22,312 pages,3062
3.82,216 pages,235
4.18,350 pages,45.3k
3.97,122 pages,97
3.92,432 pages,77.6k
3.81,380 pages,4642
4.09,324 pages,69.3k
4.28,437 pages,52.6k
3.56,288 pages,0
3.78,352 pages,book62
3.93,403 pages,6226
4.22,504 pages,435
3.49,287 pages,505
4.08,28 pages,77
4.13,419 pages,87.5k
4.67,128 pages,4474
3.92,324 pages,1581
3.58,240 pages,32.1k
4.29,242 pages,89
4.16,384 pages,90
3.77,320 pages,161
3.81,324 pages,541
3.96,122 pages,22.3k
4.24,784 pages,37
4.28,384 pages,389
3.89,248 pages,48
4.17,302 pages,38.1k
3.71,480 pages,303
3.86,242 pages,109
3.87,175 pages,8286
3.98,224 pages,1
3.93,32 pages,44
4.0,320 pages,75
3.75,400 pages,436
3.89,170 pages,1446
4.28,380 pages,8029
4.07,336 pages,1721
3.71,264 pages,157
4.16,276 pages,438
3.53,213 pages,84
3.35,333 pages,88
4.18,230 pages,958
3.63,352 pages,345
5.0,34 pages,book
3.89,223 pages,69
3.74,Audiobook,22.3k
3.95,334 pages,12.1k
4.12,384 pages,1336
4.11,225 pages,2441
3.86,353 pages,book112
4.2,384 pages,681
4.08,276 pages,3630
4.11,352 pages,3097
3.95,349 pages,1
4.22,439 pages,169k
4.37,192 pages,4834
3.86,384 pages,20.3k
4.2,432 pages,68.1k
3.73,272 pages,94
3.65,409 pages,4217
3.82,496 pages,1291
3.79,528 pages,2871
3.94,362 pages,121
3.54,224 pages,195
3.89,304 pages,585
3.94,309 pages,339
3.79,448 pages,56
3.89,496 pages,4496
3.45,189 pages,34
3.14,192 pages,1949
4.33,352 pages,132k
3.98,326 pages,1609
3.77,384 pages,3046
4.03,386 pages,360
4.21,80 pages,1924
4.02,190 pages,781
3.78,529 pages,10.8k
4.42,324 pages,3975
4.14,316 pages,32.2k
2.93,32 pages,27
3.64,228 pages,44
3.01,172 pages,book127
4.32,531 pages,22.4k
4.06,456 pages,3663
4.34,62 pages,3012
4.88,361 pages,196
3.4,352 pages,384
3.67,252 pages,475
4.19,549 pages,17.6k
4.44,471 pages,15.4k
3.75,352 pages,3590
3.66,400 pages,322
4.34,967 pages,1711
3.97,340 pages,63.5k
4.38,863 pages,2224
3.69,256 pages,514
3.78,254 pages,12.1k
4.23,395 pages,11.3k
4.27,277 pages,68.1k
4.29,388 pages,49.7k
4.06,464 pages,80.5k
3.48,356 pages,1707
4.47,121 pages,25
4.34,441 pages,51.7k
4.03,480 pages,52.5k
4.01,350 pages,3315
3.71,247 pages,1298
3.57,336 pages,96
3.0,174 pages,1064
4.0,432 pages,4109
4.11,352 pages,52.5k
4.19,32 pages,263
3.89,372 pages,53.7k
3.65,352 pages,433
3.38,224 pages,2785
4.07,216 pages,4393
3.67,351 pages,2740
3.65,232 pages,1113
3.39,160 pages,41
4.4,384 pages,186
4.07,64 pages,1
3.44,709 pages,1261
4.24,224 pages,805
4.0,319 pages,25.9k
4.47,309 pages,225k
3.9,276 pages,643
3.75,384 pages,162
4.35,319 pages,1892
4.18,385 pages,17.2k
3.8,ebook,97
4.02,208 pages,71
3.84,160 pages,362
3.46,325 pages,380
4.28,352 pages,12.3k
3.63,32 pages,125
3.6,256 pages,1
4.3,412 pages,99.6k
4.29,240 pages,719
4.21,246 pages,6929
4.12,376 pages,196
4.01,426 pages,1965
3.4,320 pages,95
3.71,308 pages,34.4k
3.73,272 pages,135k
4.42,56 pages,276
3.45,430 pages,2325
3.14,32 pages,0
3.99,352 pages,6027
4.01,125 pages,2680
3.73,144 pages,104
4.1,400 pages,3725
3.74,340 pages,35.8k
3.74,432 pages,1959
3.91,466 pages,671
3.82,293 pages,1808
3.96,121 pages,3358
4.21,32 pages,80
3.98,390 pages,2524
4.4,35 pages,1390
3.59,468 pages,2858
4.43,448 pages,118k
4.68,72 pages,14
4.01,249 pages,132
4.23,407 pages,8660
3.74,371 pages,8224
4.02,528 pages,11.8k
4.31,56 pages,18
4.17,350 pages,6
4.06,704 pages,336
3.92,200 pages,6753
3.87,367 pages,13.4k
4.17,300 pages,521
4.04,273 pages,2330
3.76,84 pages,703
3.85,Hardcover,1920
4.25,481 pages,26.3k
3.8,352 pages,6957
3.76,95 pages,11
3.6,336 pages,40
3.67,336 pages,23
4.16,208 pages,1059
3.21,144 pages,432
3.23,390 pages,669
3.99,280 pages,2923
3.9,216 pages,1965
3.9,238 pages,2129
4.17,352 pages,77.7k
4.39,24 pages,118
3.63,253 pages,190
3.93,235 pages,350
4.0,281 pages,63
4.24,304 pages,5978
4.17,400 pages,19.4k
3.87,429 pages,20
4.16,1060 pages,110k
3.96,40 pages,72
3.67,256 pages,7101
3.96,323 pages,2274
4.34,366 pages,6660
3.91,431 pages,1849
3.91,223 pages,347
3.92,128 pages,183
3.73,273 pages,6792
4.21,224 pages,1440
4.03,337 pages,1067
3.55,304 pages,2281
3.71,89 pages,1014
3.68,134 pages,3705
3.86,286 pages,13k
3.96,342 pages,633
4.49,302 pages,1206
4.2,592 pages,3819
4.03,400 pages,1883
4.15,280 pages,5801
4.06,512 pages,1815
4.2,32 pages,83
3.92,448 pages,104
0.0,2 pages,0
4.34,388 pages,12k
3.47,392 pages,40
3.55,304 pages,5626
4.19,416 pages,118k
3.3,320 pages,144
4.18,220 pages,2158
4.53,486 pages,2330
3.9,416 pages,103
4.1,378 pages,13.9k
4.05,304 pages,1105
3.96,320 pages,2149
3.83,320 pages,126
4.58,352 pages,43
4.18,198 pages,298
3.79,310 pages,565
4.25,345 pages,1421
4.18,32 pages,324
4.01,288 pages,2071
4.14,409 pages,77.7k
4.11,158 pages,10.9k
4.02,304 pages,83
3.63,303 pages,39
3.74,336 pages,594
3.8,240 pages,198
3.9,320 pages,239
4.19,396 pages,502
3.47,352 pages,34
3.97,218 pages,52.5k
3.0,176 pages,2
4.22,254 pages,7666
3.63,229 pages,430
4.0,192 pages,838
4.05,152 pages,5731
4.06,Paperback,61
3.72,20 pages,382
4.02,564 pages,136
4.02,298 pages,349
4.21,221 pages,3570
4.31,173 pages,14
4.28,244 pages,2450
4.35,496 pages,280
3.89,468 pages,3946
4.25,32 pages,774
3.24,335 pages,114
3.88,367 pages,515
3.9,434 pages,675
4.28,40 pages,927
3.91,464 pages,book442
3.79,384 pages,8
3.83,188 pages,1741
4.09,240 pages,3483
3.85,240 pages,106
4.0,320 pages,1911
4.58,768 pages,560
3.62,327 pages,436
3.76,256 pages,1053
4.28,271 pages,2441
3.76,436 pages,8245
4.29,372 pages,4436
3.38,376 pages,0
4.0,224 pages,2229
4.07,335 pages,20.1k
3.74,299 pages,7399
0.0,Hardcover,117
4.29,400 pages,7632
3.98,401 pages,12.2k
3.92,158 pages,214
3.78,278 pages,1007
3.29,303 pages,154
3.46,158 pages,43
4.19,452 pages,5342
3.53,288 pages,430
4.01,480 pages,1927
4.39,492 pages,436
3.3,279 pages,40
4.04,362 pages,110
4.09,200 pages,314k
3.91,72 pages,2275
4.11,276 pages,16.1k
3.95,320 pages,2844
4.27,296 pages,33.5k
3.75,80 pages,1770
4.33,64 pages,564
3.64,382 pages,13
4.05,395 pages,603
3.7,109 pages,56
3.55,384 pages,23.8k
3.77,427 pages,8016
4.08,448 pages,2402
4.71,300 pages,0
3.69,357 pages,5252
4.41,246 pages,332
4.25,372 pages,51.7k
3.99,96 pages,2275
3.77,325 pages,419
3.99,496 pages,14.1k
3.81,336 pages,1028
4.02,Hardcover,852
4.12,288 pages,29k
4.05,386 pages,5190
4.38,438 pages,18k
4.28,472 pages,3683
3.66,238 pages,91
4.39,Hardcover,86
4.02,304 pages,3570
4.1,190 pages,3182
3.9,304 pages,12.1k
3.9,348 pages,623
2.73,215 pages,2
4.49,288 pages,42
3.93,445 pages,586
4.28,294 pages,9922
4.43,310 pages,30.9k
3.62,319 pages,20
3.85,261 pages,3174
3.84,362 pages,5206
3.84,320 pages,3011
4.38,342 pages,28.5k
3.92,289 pages,book21
3.74,270 pages,490
3.53,371 pages,1932
3.68,336 pages,41
4.07,21 pages,250
3.78,467 pages,64.6k
3.44,396 pages,36
3.23,640 pages,911
3.28,554 pages,11.9k
4.34,176 pages,162
3.21,272 pages,81
3.98,159 pages,864
4.1,310 pages,38k
3.89,372 pages,5848
3.69,304 pages,185
4.42,521 pages,423k
4.56,554 pages,book7
3.98,350 pages,13k
4.62,264 pages,25
3.76,258 pages,510
3.87,229 pages,14.1k
4.41,36 pages,22
3.88,280 pages,133
3.71,348 pages,540
4.22,173 pages,3668
3.81,453 pages,324
4.11,435 pages,486
4.23,224 pages,5890
4.09,208 pages,4235
4.16,312 pages,1802
3.67,313 pages,713
3.74,336 pages,1901
3.9,262 pages,3108
4.37,144 pages,468
3.48,207 pages,271
3.79,328 pages,635
3.86,311 pages,950
3.47,118 pages,1722
3.77,371 pages,2740
3.71,256 pages,115
4.45,280 pages,6446
3.53,272 pages,9
3.61,240 pages,574
3.39,208 pages,1089
3.53,204 pages,73
3.95,599 pages,23.7k
4.06,340 pages,342
3.91,368 pages,128
4.24,538 pages,50.8k
3.47,176 pages,14
3.84,376 pages,647
4.2,170 pages,67
4.2,1128 pages,5714
3.98,350 pages,0
3.85,457 pages,2944
3.79,272 pages,80.4k
4.09,32 pages,1106
3.8,72 pages,4
3.0,256 pages,38
4.23,361 pages,9963
4.4,621 pages,11.7k
3.57,220 pages,250
3.78,352 pages,3014
4.28,681 pages,1178
3.67,264 pages,4593
3.84,240 pages,194
4.11,288 pages,5812
3.84,51 pages,41
4.21,143 pages,2442
3.95,352 pages,6225
4.11,496 pages,75
4.22,448 pages,3127
3.91,324 pages,20.1k
3.92,191 pages,46
3.96,344 pages,2
3.84,323 pages,2337
4.26,296 pages,1086
4.1,170 pages,9563
4.03,464 pages,755
3.98,294 pages,3389
3.73,512 pages,877
3.72,352 pages,146
3.79,527 pages,10.8k
4.24,256 pages,8609
3.76,470 pages,6501
4.15,583 pages,21.4k
3.04,400 pages,185
3.67,288 pages,764
3.87,256 pages,4277
3.87,304 pages,4902
3.5,288 pages,227
4.19,495 pages,310
4.37,ebook,689
4.04,71 pages,5073
4.04,306 pages,3688
5.0,Paperback,2
3.68,48 pages,2843
4.1,40 pages,1171
4.03,502 pages,1984
3.82,304 pages,1187
3.76,338 pages,1282
3.89,416 pages,6879
3.73,248 pages,647
4.09,704 pages,1747
3.81,306 pages,27.2k
3.33,64 pages,152
3.5,277 pages,36
3.44,290 pages,129
4.16,490 pages,52.5k
3.66,360 pages,399
3.66,384 pages,219
3.69,160 pages,328
3.84,264 pages,4502
3.9,352 pages,176
3.46,224 pages,11.8k
4.08,257 pages,7759
4.04,438 pages,4959
3.83,262 pages,3095
3.98,368 pages,31.5k
4.07,333 pages,24.6k
4.26,371 pages,11.5k
3.68,236 pages,1912
3.91,308 pages,1137
3.83,108 pages,5229
4.33,40 pages,250
3.58,194 pages,1119
3.85,384 pages,1642
4.09,493 pages,4
3.89,774 pages,25.3k
3.96,402 pages,book5590
3.91,300 pages,769
4.16,298 pages,6569
4.51,432 pages,book71
4.3,258 pages,699
4.18,224 pages,39
3.83,384 pages,13.1k
3.61,304 pages,1565
4.33,58 pages,1169
4.47,253 pages,857
3.73,478 pages,4506
4.03,417 pages,46.4k
4.25,252 pages,1
4.24,360 pages,1831
4.29,329 pages,1802
3.33,134 pages,13
4.26,286 pages,18.2k
3.0,256 pages,book
3.69,256 pages,6510
3.9,256 pages,71
4.39,368 pages,1541
3.88,320 pages,10
3.8,403 pages,55.1k
4.07,160 pages,46
3.76,358 pages,46.4k
4.46,384 pages,489
3.83,323 pages,3983
4.24,400 pages,1992
4.11,608 pages,1701
4.31,32 pages,36
4.14,335 pages,132k
4.01,325 pages,228k
3.8,216 pages,6619
4.58,46 pages,739
4.03,291 pages,13.5k
3.66,500 pages,1990
4.3,352 pages,233
4.28,364 pages,774
4.05,Hardcover,547
4.07,452 pages,1508
3.56,400 pages,388
4.57,437 pages,27
4.2,812 pages,873
3.54,512 pages,14.2k
3.87,597 pages,94
4.07,227 pages,1748
3.69,344 pages,989
4.08,870 pages,2729
4.04,348 pages,21.5k
3.95,386 pages,8194
4.06,266 pages,5753
3.62,80 pages,4334
3.67,144 pages,537
4.42,784 pages,110k
3.82,368 pages,644
3.53,326 pages,121k
3.6,320 pages,19
3.88,256 pages,6852
3.77,358 pages,1932
3.42,394 pages,6230
4.5,177 pages,book14
5.0,199 pages,book
2.98,Paperback,290
3.94,311 pages,3618
3.92,277 pages,14.1k
4.02,590 pages,11.1k
3.28,368 pages,135
3.76,229 pages,2789
3.34,256 pages,131
3.71,312 pages,2
3.99,351 pages,2161
4.04,696 pages,346
3.62,336 pages,323
4.12,256 pages,17.2k
4.36,32 pages,284
4.08,372 pages,69.2k
4.07,400 pages,6351
3.91,355 pages,2564
3.97,216 pages,39
3.83,374 pages,5739
3.67,246 pages,2
3.93,273 pages,2011
3.39,124 pages,12
4.13,486 pages,3973
3.84,291 pages,1578
4.34,362 pages,15.2k
3.83,256 pages,2082
3.72,400 pages,5234
3.84,304 pages,213
4.28,390 pages,61.4k
3.94,320 pages,10.4k
3.45,400 pages,7449
3.93,480 pages,0
4.01,400 pages,327
4.41,384 pages,626
3.66,326 pages,910
4.12,112 pages,1390
3.53,253 pages,583
4.27,214 pages,18
3.57,288 pages,322
3.8,290 pages,59
4.14,448 pages,648
4.12,463 pages,300
3.75,294 pages,24
4.02,384 pages,131
4.26,219 pages,35
3.81,329 pages,1379
4.23,354 pages,48.3k
4.14,375 pages,2036
4.39,326 pages,389
3.73,688 pages,477
3.91,231 pages,2636
3.31,402 pages,585
4.32,189 pages,1818
3.72,475 pages,4004
3.32,377 pages,1756
3.86,336 pages,128
3.71,308 pages,2673
3.89,144 pages,1950
3.51,380 pages,463
3.86,330 pages,4144
3.76,342 pages,828
3.86,146 pages,464
4.24,338 pages,7431
3.84,433 pages,3196
3.37,320 pages,858
4.13,288 pages,523k
3.93,287 pages,8097
4.11,378 pages,21k
3.96,310 pages,10
3.88,272 pages,880
4.04,375 pages,14k
3.89,365 pages,4302
3.98,298 pages,1526
4.14,156 pages,12
3.72,88 pages,4
3.69,426 pages,537
3.87,546 pages,564
3.58,448 pages,24
4.2,300 pages,0
4.38,528 pages,5343
4.15,213 pages,658
3.4,353 pages,1193
3.85,272 pages,6941
4.16,384 pages,248
3.96,352 pages,10.8k
4.04,409 pages,29.1k
3.43,24 pages,1
4.26,375 pages,5677
3.89,352 pages,2778
4.19,400 pages,11.3k
4.01,319 pages,1266
