rating_avg,pages,author_followers
4.06,340 pages,1670
3.9,301 pages,236
3.22,227 pages,5
4.05,309 pages,345k
4.1,304 pages,2291
4.27,64 pages,30.9k
4.33,168 pages,7427
3.92,256 pages,190
3.74,313 pages,107
3.61,284 pages,4443
3.58,336 pages,681
3.67,241 pages,3014
3.73,247 pages,23.3k
3.68,368 pages,956
3.67,400 pages,4848
3.94,416 pages,7447
4.23,432 pages,776
3.96,330 pages,13.6k
4.12,421 pages,1670
3.96,256 pages,71
3.93,352 pages,1105
4.43,656 pages,269k
4.14,314 pages,32.2k
3.77,336 pages,349
3.88,384 pages,18.7k
4.25,488 pages,694
3.86,112 pages,959
3.81,407 pages,304
4.13,413 pages,book75
4.32,309 pages,6660
3.47,406 pages,9453
3.88,352 pages,349
3.47,264 pages,62
4.46,588 pages,15
4.09,334 pages,25.5k
3.7,272 pages,602
4.1,178 pages,12.7k
3.14,152 pages,676
4.16,272 pages,8692
4.29,266 pages,37
4.61,437 pages,10.1k
3.89,250 pages,book211
4.16,222 pages,117
4.04,464 pages,3737
4.15,113 pages,62
3.99,309 pages,17.3k
4.29,320 pages,3701
3.75,296 pages,37
4.14,452 pages,5303
4.06,272 pages,286
3.93,400 pages,863
3.93,397 pages,30
4.01,406 pages,8664
3.62,304 pages,5123
4.16,32 pages,224
3.89,366 pages,25.9k
3.64,616 pages,557
3.73,184 pages,40
4.44,320 pages,111
2.77,251 pages,69
4.25,341 pages,12.3k
3.82,184 pages,88
4.34,420 pages,68.1k
4.33,439 pages,389
3.61,248 pages,754
3.8,352 pages,907
3.55,230 pages,29.3k
4.43,223 pages,0
3.95,352 pages,2128
3.13,400 pages,62
3.53,234 pages,117k
4.07,332 pages,0
4.15,392 pages,118k
5.0,58 pages,4
3.72,254 pages,1997
3.95,339 pages,18.7k
4.07,384 pages,11.7k
3.87,594 pages,858
4.01,310 pages,522
4.23,416 pages,894
3.77,320 pages,682
3.7,392 pages,584
3.63,373 pages,670
4.3,26 pages,1
3.73,387 pages,194
3.96,384 pages,3265
3.77,ebook,701
4.08,256 pages,10.8k
3.94,377 pages,396
3.36,184 pages,127
4.14,324 pages,8
4.18,28 pages,991
4.06,96 pages,37
4.3,264 pages,13.3k
4.05,144 pages,16.9k
4.03,238 pages,73
3.93,480 pages,722
3.78,256 pages,843
4.03,229 pages,664
3.82,384 pages,106
3.33,320 pages,36
5.0,550 pages,4
3.98,418 pages,9
4.26,1 pages,774
4.59,326 pages,2530
3.83,371 pages,1327
3.99,420 pages,12
3.79,410 pages,24
3.64,433 pages,3187
4.02,339 pages,1494
3.82,229 pages,35.8k
4.15,283 pages,27.7k
4.47,349 pages,1252
3.91,390 pages,1020
3.1,186 pages,20
3.55,256 pages,400
3.92,516 pages,16.9k
4.27,32 pages,76
3.57,144 pages,86
4.02,278 pages,14k
4.48,515 pages,48.5k
4.26,310 pages,5890
3.58,303 pages,215
3.91,258 pages,28
4.13,704 pages,8015
4.19,384 pages,11.6k
3.67,Paperback,234
3.92,186 pages,119
4.34,175 pages,306
3.81,346 pages,279
4.27,480 pages,10.1k
3.71,256 pages,242
3.76,343 pages,10.9k
3.89,309 pages,2344
4.28,352 pages,389
3.77,403 pages,1756
4.31,304 pages,1828
3.99,328 pages,953
4.1,227 pages,310
4.3,336 pages,5529
4.0,205 pages,237
3.59,332 pages,19.5k
3.98,176 pages,33
3.84,272 pages,416
4.37,423 pages,21.7k
3.85,432 pages,410
3.91,221 pages,10.1k
3.75,384 pages,80.4k
3.74,334 pages,9609
4.23,,6508
4.04,110 pages,422
4.33,196 pages,118
3.78,128 pages,1168
3.75,Mass Market Paperback,7
3.79,278 pages,166
3.46,Audiobook,4774
3.95,560 pages,1050
3.85,174 pages,240
4.22,603 pages,18.3k
4.02,298 pages,132
3.64,420 pages,1642
3.86,40 pages,3
3.26,214 pages,26
3.0,251 pages,4
4.02,48 pages,774
3.28,198 pages,4492
3.9,282 pages,4388
4.27,320 pages,1262
3.81,215 pages,2784
3.94,320 pages,70
4.1,368 pages,book38
4.32,76 pages,3171
4.2,400 pages,8908
3.63,246 pages,5490
3.71,32 pages,7
3.6,138 pages,768
4.15,304 pages,2753
4.17,125 pages,6567
3.78,332 pages,763
3.97,323 pages,94
3.5,294 pages,707
4.19,448 pages,7613
4.55,25 pages,13.6k
3.93,456 pages,10.2k
4.32,32 pages,121
4.02,400 pages,book332
4.51,256 pages,30.9k
4.14,530 pages,1018
4.41,384 pages,50k
3.86,263 pages,64
3.85,243 pages,367
3.85,448 pages,56
4.48,308 pages,8934
3.94,288 pages,2981
4.14,374 pages,29.7k
3.75,355 pages,208
3.68,257 pages,3
3.6,176 pages,385
4.1,266 pages,7934
3.85,453 pages,1168
3.33,195 pages,book22
4.15,376 pages,4197
4.06,224 pages,1013
3.84,208 pages,27
4.04,400 pages,9689
4.02,506 pages,50.9k
4.36,296 pages,8010
3.74,270 pages,22.1k
4.06,325 pages,38.4k
4.08,512 pages,997
3.9,346 pages,14
3.61,237 pages,13.2k
4.15,353 pages,11.7k
3.98,331 pages,11.5k
3.63,244 pages,133k
4.06,384 pages,9959
3.96,512 pages,8015
3.78,320 pages,434
3.49,336 pages,404
4.1,314 pages,6438
4.32,174 pages,306
3.33,400 pages,18
3.89,256 pages,3203
4.39,352 pages,1024
4.03,361 pages,31.6k
3.99,369 pages,8908
4.0,186 pages,1
4.04,497 pages,38.5k
3.46,240 pages,0
3.92,169 pages,21.1k
3.89,224 pages,27
3.99,464 pages,36.2k
4.15,219 pages,19.1k
3.98,339 pages,6878
3.94,361 pages,31.5k
4.06,116 pages,12.3k
4.08,210 pages,1059
4.19,188 pages,7106
3.78,309 pages,525
4.0,272 pages,349
4.28,431 pages,2368
3.97,374 pages,1823
4.25,446 pages,33.1k
4.46,ebook,66
3.96,320 pages,1670
4.31,400 pages,7434
3.91,419 pages,6939
3.58,200 pages,0
4.02,370 pages,3201
4.03,247 pages,7771
2.67,261 pages,2
4.2,355 pages,9962
3.65,256 pages,1823
3.77,320 pages,450
3.63,320 pages,317
3.91,32 pages,10
4.13,304 pages,839
4.13,349 pages,341
3.71,322 pages,17.6k
3.93,386 pages,15.5k
3.36,309 pages,2662
3.99,112 pages,62
3.11,256 pages,0
3.68,504 pages,5511
4.57,276 pages,966
4.36,303 pages,17.2k
4.16,321 pages,703k
4.01,384 pages,3097
3.79,173 pages,2040
4.15,381 pages,6447
4.09,318 pages,795
3.66,248 pages,24k
3.75,320 pages,219
4.35,351 pages,15.2k
3.88,624 pages,65
4.1,32 pages,83
4.12,Audio CD,7430
3.86,366 pages,6401
3.99,349 pages,26.3k
4.13,173 pages,514
3.45,224 pages,3
4.2,476 pages,1183
3.81,324 pages,542
3.29,192 pages,12
4.17,508 pages,91
4.13,480 pages,102
4.18,Audio CD,30.3k
3.58,345 pages,104
3.8,351 pages,434
4.29,327 pages,29.5k
4.33,405 pages,27.2k
3.0,189 pages,142
4.32,381 pages,129
4.39,371 pages,5905
3.89,555 pages,2454
3.88,461 pages,3179
3.72,153 pages,1
3.14,528 pages,9111
3.97,306 pages,2463
4.15,324 pages,715
4.49,32 pages,7
4.01,306 pages,4966
3.69,377 pages,815
3.8,477 pages,5214
3.76,369 pages,4074
3.98,208 pages,3878
3.64,221 pages,1297
3.45,192 pages,162
4.0,169 pages,28
4.38,432 pages,47
4.64,ebook,964
3.94,272 pages,919
3.54,412 pages,386
4.17,472 pages,51
3.84,260 pages,10.1k
4.41,176 pages,803
3.84,338 pages,3337
4.05,396 pages,70.1k
3.7,349 pages,60
3.4,559 pages,241
3.5,400 pages,10
3.6,241 pages,4682
4.04,392 pages,7770
3.89,456 pages,29.5k
4.38,359 pages,2107
3.87,360 pages,2152
4.17,352 pages,430
4.32,400 pages,8029
4.18,432 pages,1113
3.54,207 pages,89
4.22,512 pages,29.5k
4.04,326 pages,280
3.92,464 pages,1823
3.72,399 pages,361
3.84,384 pages,53.7k
3.81,336 pages,68
3.95,352 pages,5
4.11,263 pages,5095
3.23,Mass Market Paperback,227
3.72,371 pages,2628
3.43,320 pages,16.3k
3.55,224 pages,1
4.27,280 pages,1
4.38,524 pages,3773
4.12,430 pages,7395
3.71,256 pages,13
3.99,268 pages,32
3.85,288 pages,34.9k
3.83,386 pages,247
3.9,464 pages,439
3.89,502 pages,125k
3.79,209 pages,1364
4.05,61 pages,2169
3.52,352 pages,207
3.81,636 pages,2698
4.13,368 pages,24.6k
4.17,734 pages,1579
3.41,339 pages,1515
4.13,746 pages,1179
3.9,84 pages,5671
3.95,245 pages,160
3.95,241 pages,97
4.23,95 pages,314k
3.88,256 pages,2564
3.94,320 pages,1476
3.96,256 pages,94
3.83,384 pages,515
3.6,337 pages,2023
3.91,307 pages,27.2k
3.74,437 pages,1219
4.04,502 pages,34k
3.92,408 pages,13
4.19,40 pages,324
3.63,278 pages,62.5k
4.02,288 pages,82
4.24,222 pages,372
3.13,187 pages,405
4.5,268 pages,0
3.91,25 pages,233
4.08,528 pages,1873
3.93,274 pages,1546
3.67,287 pages,410
4.07,324 pages,3
4.13,352 pages,5888
3.33,144 pages,1
3.87,87 pages,2275
3.78,153 pages,2783
3.76,128 pages,380
3.67,221 pages,87
4.41,326 pages,10.8k
3.5,355 pages,3653
3.12,165 pages,6
4.27,,4334
3.94,354 pages,8664
3.73,317 pages,14k
4.24,176 pages,4072
4.02,368 pages,3698
3.94,348 pages,36.1k
3.73,21 pages,20.7k
4.18,304 pages,4652
3.89,266 pages,1584
3.9,184 pages,162
3.81,176 pages,1521
4.18,609 pages,1544
4.19,290 pages,843
4.06,345 pages,694
3.47,434 pages,14
3.48,390 pages,639
3.25,320 pages,16
4.05,256 pages,3489
4.19,480 pages,17.5k
4.4,600 pages,38.5k
4.04,307 pages,22.3k
3.46,184 pages,334
3.85,376 pages,26.2k
3.96,528 pages,1781
4.29,416 pages,17.2k
3.87,636 pages,7
3.36,381 pages,9
4.01,435 pages,1889
4.28,548 pages,60
4.01,303 pages,1729
4.02,400 pages,115
4.65,336 pages,300
4.02,561 pages,1067
3.62,208 pages,17.6k
3.3,215 pages,326
4.23,768 pages,9201
3.59,385 pages,24.2k
4.0,96 pages,2275
3.24,243 pages,1019
3.82,350 pages,1979
3.39,256 pages,97
3.7,388 pages,104
4.17,225 pages,590
3.49,288 pages,23
4.01,203 pages,14.5k
3.97,132 pages,256
3.01,317 pages,344
3.89,ebook,771
4.13,381 pages,90
3.89,496 pages,1806
4.53,350 pages,16
4.23,416 pages,96
3.51,315 pages,980
3.7,672 pages,17.3k
3.84,349 pages,2470
3.14,304 pages,6
3.25,180 pages,2
4.18,653 pages,21k
3.88,339 pages,4962
3.87,1310 pages,1261
4.06,104 pages,69
4.2,561 pages,841k
4.61,208 pages,2041
3.2,86 pages,1268
3.86,297 pages,16k
4.1,136 pages,174
4.0,670 pages,99
3.86,398 pages,17k
3.47,253 pages,21
3.87,192 pages,115
2.76,75 pages,2682
4.57,ebook,0
4.1,560 pages,5452
4.28,192 pages,251
3.54,322 pages,1491
3.92,720 pages,1428
3.93,290 pages,1540
4.13,375 pages,4416
3.84,280 pages,1277
3.1,288 pages,1510
4.06,361 pages,3571
3.48,165 pages,227
3.89,306 pages,335
3.81,385 pages,3453
3.81,219 pages,4626
3.82,319 pages,1194
4.75,240 pages,book
4.3,483 pages,856
4.16,673 pages,587
3.86,170 pages,2605
3.79,313 pages,8245
4.15,,673
3.94,433 pages,73
4.2,40 pages,75
3.64,176 pages,2513
3.74,438 pages,557
4.16,514 pages,22
4.57,458 pages,1734
4.0,346 pages,2
3.86,244 pages,27
3.2,187 pages,45
3.96,640 pages,358
3.73,672 pages,12
3.79,431 pages,3076
4.27,192 pages,15
3.28,289 pages,1808
3.49,144 pages,5252
4.01,315 pages,724
3.9,377 pages,16k
4.18,256 pages,15
4.46,32 pages,14
4.3,585 pages,66.4k
4.13,282 pages,2700
3.93,128 pages,23
4.19,434 pages,408
4.02,218 pages,6027
3.66,368 pages,1515
3.76,264 pages,5802
4.06,627 pages,26
3.58,366 pages,54
3.98,208 pages,239
3.95,268 pages,1819
4.31,512 pages,439
3.75,368 pages,964
3.91,274 pages,269k
4.16,320 pages,10k
3.13,416 pages,88
3.71,661 pages,34k
4.2,190 pages,5266
3.55,336 pages,15
3.86,378 pages,5306
3.81,320 pages,85.9k
4.24,641 pages,3179
3.83,221 pages,52.5k
3.87,200 pages,10.1k
4.09,525 pages,820
4.29,200 pages,225
3.92,644 pages,24.6k
3.56,432 pages,115
3.65,240 pages,160
4.12,376 pages,1997
4.14,304 pages,35
4.24,322 pages,5954
3.54,182 pages,0
4.15,581 pages,84k
3.38,288 pages,613
3.77,362 pages,29.1k
3.22,188 pages,5
3.68,293 pages,book1489
4.89,74 pages,938
4.11,240 pages,764
3.84,288 pages,492
4.33,224 pages,2285
3.86,320 pages,133
3.97,160 pages,36.1k
3.74,256 pages,131
4.01,288 pages,2071
4.31,14 pages,76
4.14,688 pages,20.1k
3.71,310 pages,1511
4.05,400 pages,14
3.95,198 pages,1915
3.52,208 pages,16
3.71,352 pages,715
4.1,440 pages,3593
3.4,240 pages,8
2.94,301 pages,27
3.81,150 pages,2712
3.82,144 pages,3669
3.78,352 pages,0
4.24,317 pages,4460
3.94,292 pages,1494
4.0,330 pages,2193
4.35,298 pages,16.9k
4.33,272 pages,1621
3.58,214 pages,2
3.28,336 pages,9113
4.06,360 pages,3393
3.42,336 pages,118
4.54,32 pages,163
4.18,322 pages,18.5k
3.87,400 pages,61
4.23,463 pages,book3
4.11,7 pages,25.8k
4.07,368 pages,6
3.89,336 pages,473
4.04,336 pages,1337
4.56,352 pages,21
4.07,Audiobook,book36
4.02,320 pages,16.1k
3.29,304 pages,8
3.84,314 pages,159
4.25,268 pages,book1
4.08,464 pages,28
4.0,432 pages,118k
4.12,256 pages,book174
3.88,436 pages,13
4.06,224 pages,67
4.0,307 pages,38.4k
3.61,133 pages,2768
4.18,204 pages,136
4.1,64 pages,304
4.73,176 pages,4474
4.27,358 pages,7434
4.12,344 pages,10.3k
4.42,48 pages,347
4.02,416 pages,3108
3.8,305 pages,36.2k
4.13,236 pages,16k
3.98,184 pages,1865
3.95,336 pages,2795
3.71,80 pages,119
4.43,341 pages,28.5k
4.12,55 pages,476
3.91,333 pages,2128
3.79,642 pages,184
3.61,388 pages,255
3.68,626 pages,99
4.0,312 pages,17
3.28,2 pages,765
3.91,320 pages,513
3.69,288 pages,38
4.13,360 pages,1294
4.04,464 pages,106k
3.88,362 pages,169k
3.0,192 pages,65
3.97,365 pages,80
4.31,278 pages,2261
3.82,368 pages,2325
4.0,272 pages,21
2.97,112 pages,205
3.77,368 pages,74
4.04,38 pages,56.5k
4.43,879 pages,795
3.74,368 pages,8322
3.89,273 pages,3332
4.06,512 pages,497
4.12,328 pages,31
4.04,353 pages,32.2k
3.73,184 pages,215
3.74,335 pages,24k
4.4,224 pages,624
4.38,308 pages,18.9k
3.81,400 pages,2699
4.16,152 pages,18.1k
2.78,187 pages,4
4.26,436 pages,1089
4.01,304 pages,23
3.62,406 pages,250
4.17,368 pages,17.2k
4.1,227 pages,112k
4.3,290 pages,22.4k
4.15,352 pages,17.6k
4.17,410 pages,129
3.94,359 pages,8165
4.19,515 pages,4885
3.83,357 pages,934
3.67,352 pages,913
3.78,213 pages,5553
3.96,451 pages,16k
3.79,295 pages,5281
4.23,375 pages,7930
3.74,530 pages,6130
4.46,268 pages,1768
4.33,408 pages,69.1k
4.16,40 pages,132
4.04,452 pages,1997
4.26,350 pages,16.3k
3.66,230 pages,24k
3.86,170 pages,2605
3.68,348 pages,18.3k
4.39,913 pages,53.7k
4.12,371 pages,5848
3.08,187 pages,7
4.16,86 pages,88
4.04,433 pages,14.2k
3.72,Hardcover,205
3.96,400 pages,514
4.15,323 pages,62.5k
3.25,440 pages,5
3.91,402 pages,2861
3.89,432 pages,1739
4.33,416 pages,2046
3.68,336 pages,1033
3.43,336 pages,14
3.63,315 pages,2161
4.09,240 pages,11
4.13,272 pages,17
4.08,323 pages,52.5k
3.6,329 pages,815
4.18,800 pages,3460
3.42,373 pages,10.4k
4.17,354 pages,7190
3.76,304 pages,0
4.51,446 pages,2706
3.89,304 pages,3442
3.9,362 pages,34.1k
3.93,144 pages,443
4.08,267 pages,book
4.11,224 pages,409
3.92,256 pages,285
3.83,624 pages,269k
4.0,416 pages,567
4.25,32 pages,263
4.46,384 pages,2481
3.81,320 pages,45
4.02,264 pages,48
3.72,256 pages,6
4.02,Paperback,9464
3.99,258 pages,1285
3.0,227 pages,0
3.91,349 pages,4831
4.25,503 pages,15.5k
4.8,352 pages,0
3.94,391 pages,12.7k
3.99,256 pages,3844
3.93,64 pages,3001
3.59,176 pages,65
3.85,274 pages,219
4.55,397 pages,book7
4.5,592 pages,699
4.12,336 pages,3701
3.81,144 pages,10.8k
4.22,524 pages,326
4.21,188 pages,2610
4.1,317 pages,6860
4.27,384 pages,33
3.65,292 pages,125
3.57,275 pages,374
3.98,327 pages,3260
3.57,304 pages,170
3.93,400 pages,831
3.16,215 pages,1
3.97,344 pages,205
3.95,320 pages,19.8k
3.62,176 pages,3520
3.91,324 pages,59
4.06,157 pages,58
4.04,526 pages,5367
3.9,224 pages,10
3.97,322 pages,12.7k
3.78,288 pages,2037
3.92,256 pages,109
4.16,368 pages,7433
3.88,165 pages,270
3.89,416 pages,1624
4.26,108 pages,92
3.58,304 pages,154
3.94,393 pages,1823
3.65,298 pages,1282
3.56,368 pages,552
3.51,229 pages,769
3.58,384 pages,11.8k
3.84,364 pages,408
3.94,688 pages,3014
4.39,176 pages,18.1k
2.95,308 pages,9
3.92,179 pages,1769
4.09,352 pages,4562
3.9,352 pages,466
3.67,128 pages,16
4.09,293 pages,6015
3.49,444 pages,50
4.0,289 pages,17
3.52,364 pages,5951
4.44,544 pages,21.7k
3.87,246 pages,250
4.06,560 pages,4413
4.74,271 pages,2530
3.81,280 pages,book
4.34,374 pages,1182
3.99,484 pages,62
4.27,703 pages,8122
3.88,2 pages,1463
2.94,240 pages,15
3.52,336 pages,421
4.22,372 pages,15.7k
3.71,48 pages,2
3.99,401 pages,48.5k
3.88,359 pages,2102
4.07,288 pages,112
3.8,32 pages,43
3.98,143 pages,24.2k
3.74,256 pages,2127
3.87,340 pages,13.3k
3.65,328 pages,87
4.1,190 pages,3182
4.37,703 pages,149
3.87,410 pages,3037
3.67,137 pages,16.7k
4.24,354 pages,2023
3.44,232 pages,1990
3.81,288 pages,204
4.06,323 pages,224
3.74,188 pages,1989
3.68,266 pages,259
3.87,305 pages,405
4.11,304 pages,1392
4.01,389 pages,81.2k
3.66,287 pages,184
3.99,224 pages,15
3.93,277 pages,5041
4.19,211 pages,25.5k
4.21,10 pages,4828
3.97,548 pages,11.7k
3.67,,173
4.0,574 pages,14.2k
3.66,448 pages,39
4.0,399 pages,35.7k
4.08,222 pages,221
4.26,184 pages,17.4k
4.0,104 pages,1
4.08,177 pages,1146
4.21,241 pages,6
3.1,154 pages,7
4.17,187 pages,5265
4.17,312 pages,325
3.47,116 pages,8164
4.27,609 pages,1010
3.78,224 pages,2161
3.92,320 pages,7750
3.43,298 pages,487
4.43,271 pages,2019
4.02,140 pages,104
3.72,324 pages,4831
4.02,250 pages,52.5k
3.71,264 pages,157
3.9,336 pages,4
3.77,229 pages,393k
3.57,188 pages,143
4.0,339 pages,27.1k
3.91,112 pages,10
4.49,352 pages,1155
2.86,272 pages,224
3.63,336 pages,3521
4.48,193 pages,17
3.92,64 pages,34
3.73,280 pages,27
4.16,336 pages,29k
3.96,56 pages,400
4.27,Audiobook,623
3.34,691 pages,12
4.14,304 pages,93
4.57,290 pages,3674
3.96,259 pages,4685
3.75,143 pages,3
3.85,344 pages,4
3.47,335 pages,216
3.5,272 pages,76
4.07,312 pages,5376
3.84,32 pages,335
4.08,368 pages,11.7k
3.91,352 pages,1546
3.99,442 pages,7518
4.01,250 pages,133
3.85,384 pages,1556
3.8,244 pages,50
3.68,400 pages,5739
3.64,309 pages,1
3.88,288 pages,5248
4.32,504 pages,27.2k
4.34,676 pages,8281
3.4,192 pages,499
3.98,318 pages,17.2k
3.86,368 pages,103
3.66,336 pages,15.4k
3.89,272 pages,210
4.31,Paperback,62
3.35,395 pages,50
4.23,255 pages,6256
3.93,220 pages,4515
3.74,176 pages,889
3.91,512 pages,50
3.91,297 pages,347
3.77,357 pages,347
3.99,537 pages,11.8k
4.1,353 pages,book14
4.57,304 pages,817
3.0,248 pages,9
4.3,358 pages,9689
3.53,400 pages,228
3.66,229 pages,396
4.3,108 pages,22.4k
3.12,294 pages,4183
3.76,176 pages,1187
4.36,310 pages,16k
3.86,287 pages,11.4k
3.96,362 pages,983
4.48,207 pages,32
3.94,404 pages,3400
3.67,368 pages,361
3.91,442 pages,1927
4.31,624 pages,7166
4.62,362 pages,11.7k
3.97,300 pages,927
4.26,202 pages,7773
4.03,421 pages,3696
3.21,375 pages,2
3.61,288 pages,21
0.0,352 pages,book
3.27,251 pages,441
3.66,251 pages,7447
3.84,208 pages,4
3.69,155 pages,323
4.44,191 pages,769
3.97,,1601
4.24,32 pages,79
4.08,690 pages,2299
3.43,203 pages,73
4.04,208 pages,1707
3.85,240 pages,19.8k
4.13,338 pages,345k
3.65,341 pages,242
3.93,403 pages,1245
4.04,400 pages,15k
4.18,512 pages,12k
3.72,265 pages,book2
3.76,355 pages,4665
4.0,372 pages,23.9k
4.03,496 pages,794
3.46,297 pages,645
4.18,417 pages,6624
3.85,488 pages,208
3.75,248 pages,1823
3.75,486 pages,913
4.0,122 pages,532
3.91,222 pages,313
3.31,320 pages,60
4.49,300 pages,91
4.09,432 pages,1823
4.03,528 pages,13.5k
3.85,402 pages,1829
3.7,336 pages,61
3.68,526 pages,2785
3.51,769 pages,1377
3.55,252 pages,4
3.93,243 pages,3
4.16,384 pages,9957
4.39,416 pages,1630
3.67,432 pages,768
3.97,359 pages,30.1k
4.28,187 pages,book23
4.17,307 pages,20.2k
4.02,269 pages,16.1k
3.91,320 pages,17.2k
4.14,370 pages,395
4.03,396 pages,52.5k
4.25,338 pages,704k
3.66,336 pages,504
4.26,768 pages,15.3k
4.19,283 pages,12.5k
3.48,326 pages,2
3.92,368 pages,303
3.71,384 pages,7447
4.3,608 pages,49.7k
3.57,369 pages,80.1k
4.29,293 pages,16k
3.95,329 pages,1243
3.98,312 pages,18.2k
4.15,318 pages,650
4.28,336 pages,38k
4.01,297 pages,6945
4.02,351 pages,87
3.52,455 pages,1298
4.37,603 pages,3216
4.23,10 pages,5560
4.21,339 pages,2470
4.19,322 pages,1732
3.79,368 pages,288
3.91,290 pages,15.8k
4.24,362 pages,11.6k
3.79,240 pages,68
3.85,272 pages,1317
3.16,Audio CD,145
4.14,260 pages,568
3.92,512 pages,9566
4.61,34 pages,25
2.88,303 pages,185
3.88,384 pages,6139
3.32,304 pages,10
3.63,334 pages,223
3.73,47 pages,5808
3.38,221 pages,4
4.14,357 pages,11.6k
3.4,452 pages,9489
4.19,313 pages,8697
4.01,483 pages,47
3.86,218 pages,2135
4.0,228 pages,2
3.85,351 pages,5410
3.51,275 pages,4492
4.22,525 pages,705
4.0,240 pages,0
3.87,992 pages,84
3.91,644 pages,1428
3.43,254 pages,290
4.07,524 pages,4469
3.98,352 pages,5206
4.29,400 pages,15.2k
3.86,437 pages,5411
3.87,399 pages,5234
3.81,416 pages,956
4.47,400 pages,778
3.47,411 pages,24
4.16,192 pages,6
4.03,240 pages,1215
4.2,454 pages,8678
3.8,227 pages,17.6k
3.5,329 pages,10
3.78,320 pages,396
3.47,270 pages,722
3.95,378 pages,151
3.93,228 pages,719
3.93,304 pages,4831
3.83,384 pages,103
3.73,352 pages,126
3.65,180 pages,716
3.97,349 pages,14.5k
4.22,535 pages,269k
3.71,128 pages,845
4.15,604 pages,4006
4.26,391 pages,169k
3.84,320 pages,9774
4.33,301 pages,2566
4.15,868 pages,2996
3.73,262 pages,1060
3.79,28 pages,2
3.65,376 pages,50.2k
4.22,296 pages,23.8k
4.06,304 pages,193
4.33,281 pages,6634
3.86,319 pages,245
4.12,384 pages,3696
4.11,291 pages,22.4k
4.26,358 pages,11.7k
3.85,306 pages,8234
4.1,256 pages,135
3.91,352 pages,845
3.77,221 pages,44
4.0,400 pages,2981
3.26,320 pages,106
3.85,328 pages,2344
4.3,352 pages,1187
3.55,340 pages,8245
3.98,128 pages,314k
3.39,304 pages,177
3.82,416 pages,3259
3.81,345 pages,17.1k
4.03,256 pages,15.7k
3.88,384 pages,135
4.37,32 pages,173
3.65,207 pages,2007
4.07,359 pages,25.1k
4.02,480 pages,2772
4.11,ebook,428
3.39,339 pages,2
3.66,144 pages,27
3.47,25 pages,185
4.15,323 pages,20.7k
4.04,144 pages,11.9k
3.99,373 pages,1711
4.18,320 pages,5210
4.17,306 pages,3757
3.94,384 pages,1728
3.88,368 pages,687
4.68,334 pages,0
3.96,448 pages,2200
3.5,234 pages,book
3.89,468 pages,3946
3.9,32 pages,281
3.93,440 pages,1166
3.73,128 pages,666
3.81,368 pages,2502
3.87,318 pages,41
3.49,32 pages,43
4.02,192 pages,347
4.34,293 pages,2974
4.13,384 pages,29.5k
3.96,183 pages,44
4.11,336 pages,2332
4.09,328 pages,335
3.99,378 pages,2971
3.83,156 pages,7034
3.61,328 pages,1374
3.81,307 pages,159
3.79,151 pages,5553
4.12,374 pages,46.4k
3.11,255 pages,60
4.15,82 pages,949
4.03,374 pages,4028
4.33,325 pages,64.3k
3.96,456 pages,538
3.12,326 pages,2533
4.24,,7399
4.05,483 pages,80.4k
3.76,290 pages,108
3.78,216 pages,74
4.35,544 pages,59
3.93,258 pages,3086
4.28,562 pages,1482
3.77,371 pages,515
3.75,340 pages,22.9k
3.4,272 pages,12
3.94,480 pages,168
4.33,224 pages,578
4.17,374 pages,1523
4.18,32 pages,395
4.08,310 pages,1327
4.27,405 pages,16.5k
4.05,446 pages,1281
3.95,396 pages,80.5k
3.49,251 pages,843
4.2,373 pages,22.5k
4.18,224 pages,1058
3.92,285 pages,3737
4.01,361 pages,2429
4.17,495 pages,2606
3.65,340 pages,62
4.07,573 pages,3583
3.91,140 pages,393
3.33,184 pages,2
3.72,326 pages,1113
4.67,80 pages,11
4.21,408 pages,2539
4.26,160 pages,33.5k
4.04,164 pages,15.9k
3.28,176 pages,65
4.27,389 pages,347
3.97,430 pages,6516
4.43,389 pages,176k
4.08,406 pages,375
3.99,241 pages,24.2k
4.34,32 pages,2892
4.12,370 pages,13.5k
4.15,224 pages,1422
3.87,224 pages,71
3.86,375 pages,1925
4.32,328 pages,24
4.14,592 pages,8915
3.84,149 pages,387
4.71,216 pages,101
4.13,386 pages,30k
4.16,240 pages,161
4.29,477 pages,268
3.83,296 pages,49.8k
4.15,326 pages,5302
4.48,672 pages,16k
3.31,Hardcover,342
4.34,800 pages,769
4.22,337 pages,2344
4.58,604 pages,4976
4.12,300 pages,484
4.25,317 pages,4460
3.43,216 pages,143
3.08,144 pages,2
3.8,128 pages,340
4.24,16 pages,999
3.66,275 pages,663
3.66,288 pages,1665
4.26,213 pages,16.6k
4.01,416 pages,27.2k
3.63,336 pages,47
3.91,361 pages,725
3.6,485 pages,160
3.81,466 pages,23.7k
4.12,293 pages,17.5k
3.64,184 pages,255
3.62,373 pages,25.2k
4.35,210 pages,8312
3.71,551 pages,10
4.08,400 pages,3895
3.69,136 pages,375
3.86,388 pages,13.7k
3.68,125 pages,9133
3.4,240 pages,126
3.18,286 pages,10
4.09,308 pages,846
3.96,352 pages,3696
3.75,399 pages,4341
4.26,419 pages,56
3.91,355 pages,285
3.48,204 pages,3
3.87,309 pages,1599
3.41,210 pages,579
3.9,320 pages,1515
4.34,368 pages,26.3k
4.08,408 pages,16.3k
3.99,326 pages,4388
